org_pac_id,org_name,n_mddo,state,is_kaiser,ratio_fnb,ratio_non
3577472422,NORTH BROWARD HOSPITAL DISTRICT,105,FL,false,1.0233,0.9692
3577473362,NORTHERN ARIZONA HEALTHCARE CORPORATION,176,AZ,false,0.9979,0.9714
3577475110,ROSWELL PARK CANCER INSTITUTE,132,NY,false,1.0322,1.3529
3577476258,CAROMONT MEDICAL GROUP INC,180,NC,false,0.9794,0.8249
3577476761,REGENTS OF THE UNIVERSITY OF CALIFORNIA,948,CA,false,1.0242,1.2573
3577476894,SAINT LUKES PHYSICIAN GROUP INC,517,MO,false,0.85,0.8964
3577515774,CARLE HEALTH CARE INCORPORATED,604,IL,false,0.9757,0.9946
3577857333,VALLEY PHYSICIAN SERVICES PC,234,NJ,false,1.0367,1.0048
3678464633,GALEN INPATIENT PHYSICIANS PC,635,CA,false,1.2781,0.55
3678466166,BROADLAWNS MEDICAL CENTER,104,IA,false,0.986,1.1472
3678469962,RECINTO DE CIENCIAS MEDICAS,197,PR,false,1.0848,1.3219
3678471976,SANSUM CLINIC,182,CA,false,1.0468,1.1211
3678472016,UNIVERSITY OF CONNECTICUT HEALTH CENTER,309,CT,false,0.8033,0.9304
3678472214,UNIVERSITY OF MARYLAND COMMUNITY MEDICAL GROUP INC,164,MD,false,1.165,0.9882
3678480290,"NOVACARE OUTPATIENT REHABILITATION EAST, INC.",110,PA,false,1.0814,1.1832
3678562188,"ADVOCARE, LLC",185,NJ,false,1.1156,1.0907
3678604840,LAKE AREA PHYSICAL THERAPY INC.,134,FL,false,1.0006,1.0796
3678632544,AUGUSTA MEDICAL GROUP,124,VA,false,0.9485,0.9489
3678677390,SOUTHERN ILLINOIS MEDICAL SERVICES NFP,112,IL,false,1.2531,1.0488
3678737012,COMMUNITY CARE NETWORK INC,163,IN,false,1.0428,1.1182
3678760063,FROEDTERT ANDTHE MEDICAL COLLEGE OF WISCONSIN COMMUNITY PHYSICIANS INC,310,WI,false,1.0462,0.8225
3678889789,OSF MULTI-SPECIALTY GROUP,794,IL,false,0.9573,0.9526
3779471701,FOREFRONT DERMATOLOGY SC,288,WI,false,1.0857,1.1778
3779488325,MARY IMOGENE BASSETT HOSPITAL,244,NY,false,0.8437,0.8166
3779488903,LOYOLA UNIVERSITY MEDICAL CENTER,423,IL,false,0.9229,0.9132
3779489588,"DUKE UNIVERSITY AFFILIATED PHYSICIANS, INC.",143,NC,false,0.579,0.1387
3779491071,UNIVERSITY OF VERMONT MEDICAL CENTER INC,532,VT,false,0.8771,1.0662
3779491386,SACRED HEART HEALTH SYSTEM INC,148,FL,false,0.9474,0.9078
3779494521,ALAMEDA HEALTH SYSTEM,281,CA,false,0.7806,0.8191
3779495858,"KAISER FOUNDATION HEALTH PLAN OF THE MID ATLANTIC STATES, INC",1368,MD,true,0.4384,0.2442
3779496021,MONTEFIORE MEDICAL CENTER,1007,NY,false,0.9586,0.9671
3779496856,REGENTS OF THE UNIVERSITY OF MICHIGAN,1376,MI,false,0.6325,0.8858
3779497870,UCSF MEDICAL GROUP BUSINESS SERVICES,433,CA,false,0.9746,1.1001
3779707856,"INTERMOUNTAIN MEDICAL GROUP GRAND JUNCTION, LLC",132,CO,false,1.0819,1.018
3779751656,CITY OF HOPE MEDICAL FOUNDATION,415,CA,false,1.1045,1.0868
3870020399,LIFESPAN PHYSICIAN GROUP OF MASSACHUSETTS INC,159,MA,false,1.3088,1.0294
3870404429,BRONXCARE HEALTH SYSTEM,214,NY,false,1.1573,0.8823
3870405483,THE MILTON S HERSHEY MEDICAL CENTER PHYSICIANS GROUP,555,PA,false,0.8871,1.0967
3870405988,BRIGHAM AND WOMENS PHYSICIANS ORGANIZATION INC,1106,MA,false,0.915,1.1135
3870668510,MERCY CLINIC FORT SMITH COMMUNITIES,169,AR,false,1.1199,1.0295
3870669419,CAPITAL DIGESTIVE CARE LLC,100,MD,false,1.0817,1.3657
3870696933,BAPTIST HEALTH MEDICAL GROUP PHYSICIANS LLC,306,FL,false,1.055,1.0974
3870741390,AGAPE PHYSICAL THERAPY AND SPORTS REHABILITATION LP,228,MD,false,1.0974,1.1222
3870767791,WESTERN NEW YORK MEDICAL PRACTICE PC,108,NY,false,0.9645,1.0064
3971407636,HEALTHEAST MEDICAL RESEARCH INSTITUTE,206,MN,false,1.2751,1.102
3971417825,PARAGON CONTRACTING SERVICES LLC,217,FL,false,0.9651,0.859
3971824939,IPC HEALTHCARE SERVICES OF TEXAS PLLC,108,TX,false,1.2715,0.3989
3971907759,MERCY HEALTH PHYSICIANS CINCINNATI SPECIALTY CARE LLC,160,OH,false,1.1023,1.098
4082503354,MEMORIAL SOLID TUMOR GROUP,133,NY,false,0.8435,0.976
4082513742,THE IOWA CLINIC PC,138,IA,false,1.149,0.9788
4082528898,"MEDICAL FACULTY ASSOCIATES, INC",282,DC,false,1.0282,0.9923
4082528955,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,478,AR,false,0.8225,0.9645
4082807961,ADVANTAGE HEALTH/SAINT MARY'S MEDICAL GROUP,255,MI,false,0.768,0.8205
4082883673,"NEW YORK QUEENS MEDICINE AND SURGERY, P.C.",196,NY,false,1.0189,0.9425
4082902721,LSU HEALTH SCIENCES CENTER SHREVEPORT FACULTY GROUP PRACTICE,270,LA,false,1.1363,1.1321
4183511553,ST CLAIR MEDICAL SERVICES INC,110,PA,false,1.0529,1.0402
4183529340,PARTNERS PHYSICIAN GROUP,142,OH,false,0.8757,0.7023
4183535305,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,147,NY,false,0.7944,0.6295
4183537509,DARTMOUTH-HITCHCOCK CLINIC,567,NH,false,0.8261,1.0326
4183753965,VALLEY MEDICAL GROUP-RENTON,215,WA,false,0.9045,0.7422
4284532755,TALLAHASSEE ORTHOPEDIC CLINIC III PL,122,FL,false,1.0628,1.2477
4284538778,SUTTER BAY MEDICAL FOUNDATION,2131,CA,false,0.8959,0.8911
4284539891,UMASS MEMORIAL MEDICAL GROUP INC,1042,MA,false,0.9211,0.8772
4284547274,REGENTS OF THE UNIVERSITY OF CALIFORNIA,172,CA,false,0.5716,0.7835
4284547985,TANNER MEMORIAL CLINIC,113,UT,false,1.1984,1.6415
4284548116,EMERGENCY PHYSICIANS INTEGRATED CARE LLC,159,UT,false,1.331,0.4387
4284717422,"CONVIVA MEDICAL CENTER MANAGEMENT, LLC",318,FL,false,0.9433,0.4577
4284782210,"MOSES CONE PHYSICIAN SERVICES, INC",170,NC,false,1.1115,1.124
4284951542,PRIVIA MEDICAL GROUP OF GEORGIA LLC,202,GA,false,1.0881,1.2588
4385075480,MEMORIAL HERMANN HOSPITAL BASED PHYSICIAN GROUP,173,TX,false,0.8252,0.8843
4385535954,TEXAS HEALTH PHYSICIANS GROUP,662,TX,false,1.0912,1.0645
4385542117,MCV ASSOCIATED PHYSICIANS,678,VA,false,0.8845,0.99
4385549674,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER LUBBOCK,142,TX,false,1.0413,1.0966
4385553627,MAYO CLINIC HEALTH SYSTEM-NORTHWEST WISCONSIN REGION INC,306,WI,false,0.8252,0.8751
4385556703,MAYO CLINIC HEALTH SYSTEM-SOUTHEAST MINNESOTA REGION,165,MN,false,0.7771,1.0238
4385682061,"PRIVIA MEDICAL GROUP, LLC",660,VA,false,1.2104,1.342
4385944230,UNIFIED WOMENS HEALTHCARE OF TEXAS PLLC,125,TX,false,1.0484,1.1873
4486540275,"MASSACHUSETTS EYE AND EAR ASSOCIATES, INC",179,MA,false,0.9961,1.2949
4486561164,MARY HITCHCOCK MEMORIAL HOSPITAL,260,NH,false,0.6662,0.87
4486564952,WAKE FOREST UNIVERSITY HEALTH SCIENCES,906,NC,false,0.9123,1.0008
4486567104,HARVARD MEDICAL FACULTY PHYS AT BETH ISRAEL DEACONESS MED CTR INC,780,MA,false,0.8657,1.0668
4486567229,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,687,CA,false,0.7834,1.0861
4486646197,SJHMC PHYSICIAN SERVICES,301,AZ,false,1.1237,1.0297
4486711744,TMH PHYSICIAN ASSOCIATES PLLC,1078,TX,false,1.077,1.1156
4486759560,THE CURATORS OF THE UNIVERSITY OF MISSOURI,489,MO,false,0.9955,1.1581
4486915600,"ETMC PHYSICIAN GROUP, INC.",193,TX,false,1.0299,0.9906
4587559505,"SAN JUAN REGIONAL MEDICAL CENTER, INC.",102,NM,false,0.9541,0.904
4587568647,SPECTRUM HEALTH PRIMARY CARE PARTNERS,768,MI,false,1.0637,0.9626
4587573613,ALLINA HEALTH SYSTEM,1513,MN,false,0.9026,1.0129
4587576814,NORTHWESTERN MEDICAL FACULTY FOUNDATION,1814,IL,false,0.9255,0.9876
4587577028,NATIONAL JEWISH HEALTH,104,CO,false,1.1395,1.0903
4587660402,EAST JEFFERSON PHYSICIANS GROUP LLC,115,LA,false,1.0632,1.0661
4587849781,OUR LADY OF THE LAKE PHYSICIAN GROUP LLC,319,LA,false,1.0825,1.1173
4587947346,VILLAGEMD OF SOUTHEAST TEXAS PA,100,TX,false,1.1369,0.8315
4587963582,ACCLAIM PHYSICIAN GROUP INC,221,TX,false,0.9966,0.9934
4688098833,PHYSICIAN AFFILIATE GROUP OF NEW YORK PC,520,NY,false,1.1064,0.7806
4688583578,DENVER HEALTH AND HOSPITAL AUTHORITY,297,CO,false,0.8608,0.8824
4688585771,MAYO CLINIC HEALTH SYSTEM-SOUTHWEST MINNESOTA REGION,196,MN,false,1.0515,0.9573
4688586134,TENNESSEE ONCOLOGY PLLC,145,TN,false,1.0544,1.1102
4688587967,UVA COMMUNITY HEALTH MEDICAL GROUP LLC,111,VA,false,1.0352,0.9339
4688588866,CLINICAL CARE ASSOCIATES OF THE UNIVERSITY OF PENNSYLVANIA HEALTH.,227,PA,false,1.1588,0.6795
4688651037,HERITAGE MEDICAL ASSOCIATES PC,120,TN,false,1.0959,1.0188
4688855844,ST JOSEPHS MEDICAL PC,173,NY,false,1.1828,1.182
4688984164,BOZEMAN HEALTH DEACONESS HOSPITAL,147,MT,false,1.0367,0.9701
4688999022,PRIVIA MEDICAL GROUP GULF COAST PLLC,223,TX,false,1.0935,1.4084
4789098443,CHI HEALTH CLINIC SPECIALTY LLC,142,NE,false,1.1268,1.0059
4789588641,ATRIUS HEALTH INC,481,MA,false,0.7894,0.7322
4789597477,CAROLINAS MEDICAL CENTER,289,NC,false,1.0091,0.9642
4789597691,NUVANCE HEALTH MEDICAL PRACTICE CT INC,317,CT,false,1.0207,0.8361
4789606088,CENTRA MEDICAL GROUP LLC,238,VA,false,0.8572,0.8689
4789673393,CHESAPEAKE UROLOGY ASSOCIATES LLC,101,MD,false,1.0679,1.2524
4789682493,UNIVERSITY HOSPITALS MEDICAL GROUP INC,719,OH,false,1.1417,1.142
4789684861,HENNEPIN HEALTHCARE SYSTEM INC,375,MN,false,0.8879,1.0103
4880064070,MCCD FL PSYCHIATRY SERVICES PA,336,NY,false,0.8321,0.4387
4880504596,CENTRAL WASHINGTON HEALTH SERVICES ASSOCIATION,254,WA,false,0.8952,1.0056
4880505528,HENDRICKS COUNTY HOSPITAL,146,IN,false,1.0536,0.8919
4880506062,PHYSICIANS CLINIC INC,291,NE,false,1.0498,1.0897
4880582741,CAPITAL WOMENS CARE LLC,166,MD,false,1.2238,1.3534
4880590728,UNIVERSITY OF VIRGINIA PHYSICIANS GROUP,646,VA,false,0.7498,1.0554
4880593722,REGIONAL HEALTH SERVICES INC,190,PA,false,1.0314,0.8397
4880657386,WELLMED MEDICAL GROUP PA,261,TX,false,0.9674,0.4403
4880760107,UNIVERSITY PROFESSIONAL SERVICES,784,OR,false,0.906,1.1669
4880797570,INSPIRA HEALTH NETWORK MEDICAL GROUP PC,112,NJ,false,1.1164,1.2611
4981501814,EMORY MEDICAL CARE FOUNDATION INC,360,GA,false,0.7553,0.8507
4981687779,OPTUM MEDICAL GROUP II RHODES P C,131,NV,false,0.9898,0.4497
4981751617,LUTHERAN MEDICAL GROUP LLC,101,IN,false,1.0557,1.2242
4981795267,UNM MEDICAL GROUP INC,456,NM,false,0.9899,1.1542
4981878402,ST LUKES CLINIC-TREASURE VALLEY LLC,526,ID,false,0.9186,0.9196
4981986288,ABILITY HEALTH SERVICES AND REHABILITATION LP,503,FL,false,1.0414,1.0367
5092023416,VANDERBILT UNIVERSITY MEDICAL CENTER,1125,TN,false,0.822,0.9243
5092608448,RIVERSIDE PHYSICIAN SERVICES INC,396,VA,false,1.0646,0.9046
5092611731,MIDDLESEX HOSPITAL,117,CT,false,0.911,0.6408
5092614867,SARAH BUSH LINCOLN HEALTH CENTER,149,IL,false,1.111,1.2465
5092618462,EMERGENCY PHYSICIANS OF TIDEWATER,110,VA,false,0.3974,0.6012
5092624510,RCI (WRS) LLC,111,IN,false,1.0204,1.1411
5193239796,HOUSTON METHODIST SPECIALTY PHYSICIANS,102,TX,false,1.0363,1.1232
5193610228,"BAPTIST MEMORIAL MEDICAL GROUP, INC.",286,TN,false,1.0696,0.9094
5193610533,"UNITED HEALTH SERVICES HOSPITALS, INC.",143,NY,false,1.102,0.9402
5193620714,ACS PRIMARY CARE PHYSICIANS - SOUTHEAST PC,221,SC,false,0.9222,0.9174
5193706794,HATTIESBURG CLINIC PA,244,MS,false,1.0248,0.9391
5193764991,RUTGERS HEALTH-RWJ SCLERODERMA PROGRAM,209,NJ,false,0.9815,1.2131
5193874824,ROPER SAINT FRANCIS PHYSICIANS NETWORK,235,SC,false,1.0511,1.1342
5294644381,KALISPELL REGIONAL MEDICAL CENTER INC,182,MT,false,1.0238,1.1534
5294646378,"UNIVERSITY HEALTH SYSTEM, INC.",267,TN,false,1.1481,1.1591
5294885661,CAMDEN-CLARK PHYSICIAN CORPORATION,124,WV,false,1.0293,0.9271
5395642276,SUMMIT MEDICAL GROUP PA,643,NJ,false,0.8517,0.7814
5395649586,ALLEGHENY CLINIC,808,PA,false,1.1231,1.087
5395657001,GEISINGER CLINIC,1218,PA,false,0.8603,0.7582
5395658934,TEXAS ONCOLOGY PA,622,TX,false,1.0345,1.0573
5395807218,FLORIDA WOMAN CARE LLC,323,FL,false,1.056,1.0439
5395896849,SOUND INPATIENT PHYSICIANS-MICHIGAN PLLC,100,MI,false,0.8491,0.6549
5496641631,HIGHLAND HOSPITAL OF ROCHESTER,132,NY,false,0.4778,0.3408
5496651408,OSU INTERNAL MEDICINE LLC,601,OH,false,0.7426,0.9232
5496658874,RUSH UNIVERSITY MEDICAL GROUP,740,IL,false,0.9164,1.0219
5496659195,COTTON-O'NEIL CLINIC REVOCABLE TRUST,246,KS,false,0.8847,0.6633
5496667941,DUPAGE MEDICAL GROUP LTD,657,IL,false,1.1388,1.0188
5496668410,UNIVERSITY OF CALIFORNIA SFGH MEDICAL GROUP,214,CA,false,0.6655,0.9214
5496744864,BEEBE PHYSICIAN NETWORK INC.,134,DE,false,1.1131,1.0704
5496749848,WENTWORTH DOUGLASS PHYSICIAN CORPORATION,149,NH,false,0.9866,1.0086
5496940546,UNC PHYSICIANS NETWORK LLC,356,NC,false,0.9922,0.8995
5597275685,PRIME HEALTHCARE ILLINOIS MEDICAL GROUP LLC,170,IL,false,1.0154,0.951
5597651836,METROPOLITAN HOSPITAL,171,MI,false,0.9362,0.7954
5597664201,BAYVIEW PHYSICIAN SERVICES PC,163,VA,false,1.2083,1.2768
5597708594,PREMIER HEALTH SPECIALISTS INC,207,OH,false,1.0184,1.0111
5597725168,SANFORD HEALTH OF NORTHERN MINNESOTA,118,MN,false,1.0217,0.8578
5597755322,RELIANT MEDICAL GROUP INC,189,MA,false,0.8728,0.8691
5597774554,HOSPITAL PHYSICIAN SERVICES - SOUTHEAST PROFESSIONAL CORPORATION,425,GA,false,1.0609,0.5651
5597867184,BAPTIST HEALTH MEDICAL GROUP INC,972,KY,false,1.0659,1.0957
5698071173,MCHS HOSPITALS INC,444,WI,false,0.9898,0.9966
5698675510,EVMS ACADEMIC PHYSICIANS AND SURGEONS HEALTH SERVICES FOUNDATION,125,VA,false,1.016,1.1299
5698688141,24 ON PHYSICIANS PC,138,GA,false,1.1993,0.4034
5698689297,MAYO CLINIC JACKSONVILLE,576,FL,false,0.9134,1.0895
5698689909,"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",640,KY,false,0.8351,0.9876
5698758803,ST VINCENT MEDICAL GROUP,106,AR,false,1.0852,0.8981
5698786226,CREEK NATION HOSPITAL AND CLINICS,135,OK,false,1.1119,0.9682
5799688230,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,1049,OR,true,0.5819,0.4566
5799689493,WHEELING HOSPITAL INC,118,WV,false,0.9931,0.9315
5799694675,ST VINCENT HOSPITAL-HOSPITAL SISTERS-THIRD ORDER OF ST FRANCIS,170,WI,false,1.1539,1.2893
5799698346,SWEDISHAMERICAN HOSPITAL,145,IL,false,1.0726,0.835
5799698742,CHEROKEE NATION,102,OK,false,0.8712,0.7679
5799699088,UNIVERSITY OF ROCHESTER,401,NY,false,0.5305,0.7172
5799785119,QUESTCARE HOSPITALISTS PLLC,188,TX,false,0.8955,0.2216
5799787784,LESTER E COX MEDICAL CENTERS,107,MO,false,0.8842,0.8239
5890604722,COLUMBIA ST MARYS HOSPITAL MILWAUKEE INC,142,WI,false,1.4903,1.0691
5890607253,CARILION HEALTHCARE CORPORATION,175,VA,false,0.7009,0.4787
5890688212,"TEXAS MEDICINE RESOURCES, LLP",213,TX,false,0.9748,0.905
5890689657,EISENHOWER MEDICAL CENTER,263,CA,false,1.0993,0.991
5890696231,CENTRAL DUPAGE PHYSICIAN GROUP,548,IL,false,0.8953,0.8586
5890703177,PRACTICE ASSOCIATES MEDICAL GROUP,828,NJ,false,1.1163,0.9541
5991008054,BANNER - UNIVERSITY PHYSICIAN SPECIALISTS LLC,129,AZ,false,1.1072,1.3214
5991097669,MPV NEW JERSEY MD SERVICES PC,103,NJ,false,1.0693,1.2629
5991099707,PRISMA HEALTH MEDICAL GROUP-MIDLANDS,488,SC,false,0.9788,1.01
5991105876,OU HEALTH PARTNERS INC,432,OK,false,0.9923,1.0112
5991600405,MOUNT SINAI COMMUNITY FOUNDATION,112,IL,false,1.2292,1.156
5991602971,BAYSTATE MEDICAL PRACTICES INC,574,MA,false,0.8968,0.762
5991603110,HONORHEALTH AMBULATORY,309,AZ,false,1.052,1.1523
5991609737,PROVIDENCE MEDICAL INSTITUTE,186,CA,false,1.0954,0.9569
5991618738,SOUTH SOUND INPATIENT PHYSICIANS PLLC,265,WA,false,1.2872,0.6106
6002701273,"MOREHOUSE HEALTHCARE, INC.",113,GA,false,1.0301,0.8744
6002728391,UNMC PHYSICIANS,584,NE,false,0.8852,0.9681
6002728656,GUTHRIE MEDICAL GROUP PC,286,PA,false,0.9909,1.0121
6002729175,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,5964,CA,true,0.6566,0.4552
6002729506,MONUMENT HEALTH RAPID CITY HOSPITAL INC,210,SD,false,1.0539,1.1838
6002802220,PIEDMONT MEDICAL CARE CORPORATION,213,GA,false,1.1295,0.6904
6002812401,GEORGIALINA PHYSICAL THERAPY ASSOCIATES LLC,111,GA,false,1.0601,1.1643
6002814878,"ILLINOIS BONE AND JOINT INSTITUTE, LLC",142,IL,false,1.0481,1.1598
6002953916,SELF MEDICAL GROUP,170,SC,false,1.0654,1.0098
6002993516,BILLINGS CLINIC,308,MT,false,0.9293,1.0066
6103061189,"ST. PETER'S HEALTH PARTNERS MEDICAL ASSOCIATES, P.C.",184,NY,false,1.1487,1.1613
6103115183,EL CAMINO HEALTH MEDICAL NETWORK LLC,104,CA,false,1.1635,1.0187
6103721790,CONCORD HOSPITAL INC,200,NH,false,0.9416,0.8827
6103722509,WILMINGTON HEALTH PLLC,129,NC,false,1.087,1.0212
6103724778,TALLAHASSEE MEMORIAL HEALTHCARE INC,204,FL,false,1.1672,0.9092
6103725031,MOUNT AUBURN PROFESSIONAL SERVICES INC,107,MA,false,1.1467,1.1245
6103727920,ELLIOT PROFESSIONAL SERVICES,187,NH,false,1.0872,1.1375
6103737812,MERCY HOSPITAL,105,ME,false,1.0238,0.9443
6103738703,HENRY FORD HEALTH PROVIDENCE HOSPITAL,142,MI,false,1.053,1.0206
6103739131,CEP AMERICA - CALIFORNIA,925,CA,false,1.0408,0.8048
6103829338,GENESIS HEALTH SYSTEM,110,IA,false,1.1762,1.1274
6103968029,KINGS DAUGHTERS MEDICAL SPECIALTIES INC,150,KY,false,1.0369,0.965
6204002272,BANNER PHYSICIAN SPECIALISTS ARIZONA LLC,138,AZ,false,1.0225,0.9801
6204256084,"TEC EMERGENCY PHYSICIANS OF ARIZONA, LLC",126,AZ,false,0.9803,0.9103
6204730955,UNIVERSITY OF PENN - MEDICAL GROUP,1315,PA,false,0.9285,1.1128
6204737117,"EXCELA HEALTH PHYSICIAN PRACTICES, INC",172,PA,false,1.0191,0.7634
6204740731,LICKING MEMORIAL HEALTH PROFESSIONALS,112,OH,false,0.8314,0.883
6204744600,THE MOSES H CONE MEMORIAL HOSPITAL OPERATING CORPORATION,209,NC,false,1.1531,1.1035
6204748197,INDIANA UNIVERSITY HEALTH SOUTHERN INDIANA PHYSICIANS LLC,107,IN,false,0.9461,1.1277
6204829013,THE SOUTHEAST PERMANENTE MEDICAL GROUP,482,GA,true,0.5725,0.3431
6305160300,REGENTS UNIV OF CALIFORNIA UCSF,153,CA,false,1.1586,0.9859
6305739244,"EL RIO SANTA CRUZ NEIGHBORHOOD HEALTH CENTER, INC.",108,AZ,false,0.8002,0.645
6305748153,MERITAS HEALTH CORPORATION,169,MO,false,1.0538,1.0898
6305748799,UNIVERSITY HEALTHCARE ALLIANCE,209,CA,false,0.9045,0.8644
6305749987,ASSOCIATED PHYSICIANS OF HARVARD MEDICAL FACULTY PHYSICIANS AT BETH IS,128,MA,false,0.7035,0.8893
6305753120,PROACTIVE THERAPY OF NORTH CAROLINA INC,164,NC,false,0.9912,1.0684
6305758426,OHIOHEALTH CORPORATION,1040,OH,false,1.029,0.9777
6305758574,UNIVERSITY MEDICAL ASSOCIATES OF THE MEDICAL UNIVERSITY OF SOUTH CAROL,678,SC,false,0.942,1.0863
6305759754,STRAUB CLINIC AND HOSPITAL,229,HI,false,0.7942,0.8741
6406020155,BANNER PRIMARY CARE PHYSICIANS ARIZONA LLC,113,AZ,false,0.7476,0.5126
6406151703,"CENTURY INTEGRATED PARTNERS, INC",264,TX,false,1.1066,0.8536
6406198506,EAST POST ROAD MEDICAL SERVICES PC,111,NY,false,1.3968,0.7748
6406740273,SARATOGA HOSPITAL,148,NY,false,0.9366,1.107
6406752153,OPTUM CARE WASHINGTON PLLC,303,WA,false,0.7884,0.7053
6406752963,"WESTCHESTER MEDICAL GROUP, P.C",220,NY,false,0.875,0.4304
6406753623,"BAYCARE MEDICAL GROUP, INC.",697,FL,false,1.0937,1.0673
6406755651,"METHODIST ASSOCIATES IN HEALTHCARE, INC",137,PA,false,1.0621,0.8068
6406910769,REID PHYSICIAN ASSOCIATES INC,136,IN,false,1.0084,0.9753
6507260668,MUSC COMMUNITY PHYSICIANS,418,SC,false,1.0055,1.0246
6507776564,THE HOSPITAL OF CENTRAL CONNECTICUT AT NEW BRITAIN GENERAL AND BRADLEY,119,CT,false,1.2085,0.8009
6507778255,MAYO CLINIC,1978,MN,false,0.9215,0.9743
6507803806,THE GENERAL HOSPITAL CORPORATION,286,MA,false,0.6139,1.0232
6507846771,SUBURBAN/NRH MEDICAL REHABILITATION INC,339,MD,false,1.0521,1.0248
6608056171,CEP AMERICA LLC,725,IN,false,1.0556,0.7588
6608280268,COMMUNITY HEALTH PARTNERS,229,CA,false,1.1528,1.1459
6608775135,ST VINCENT HOSPITAL,140,NM,false,1.0505,0.9801
6608776299,SSM MEDICAL GROUP INC,281,MO,false,1.0037,0.8604
6608785464,UNIVERSITY OF WISCONSIN MEDICAL FOUNDATION INC,989,WI,false,0.7541,0.925
6608786306,PROVIDENCE HEALTH AND SERVICES MT,123,MT,false,0.9959,0.8922
6608789813,JOHN MUIR PHYSICIAN NETWORK,342,CA,false,1.0495,1.1086
6709065402,WELLSTAR MEDICAL GROUP LLC,1340,GA,false,1.1108,1.077
6709771157,SELECT PHYSICAL THERAPY OF WEST DENVER LIMITED PARTNERSHIP,134,CO,false,1.104,1.1026
6709772767,HEARTLAND REGIONAL MEDICAL CENTER,186,MO,false,1.0689,0.9945
6709780265,ALASKA NATIVE TRIBAL HEALTH CONSORTIUM,206,AK,false,0.9359,0.8943
6709782600,PROVIDENCE HEALTH AND SERVICES WASHINGTON,210,WA,false,0.9115,0.9219
6709790157,PIKEVILLE MEDICAL CENTER INC,142,KY,false,1.1346,1.0284
6709790892,MERCY HEALTH PHYSICIANS CINCINNATI LLC,102,OH,false,1.2401,0.7626
6709794258,"AURORA MEDICAL GROUP, INC.",1418,WI,false,0.8721,0.9466
6709797491,STANFORD HEALTH CARE,1324,CA,false,0.9027,1.2274
6709798325,INDEPENDENT EMERGENCY PHYSICIANS PC,124,MI,false,1.1806,2.0475
6709798333,ST LUKES PHYSICIAN GROUP INC,1005,PA,false,0.9664,0.8673
6709799166,EDWARD W SPARROW HOSPITAL ASSOCIATION,229,MI,false,1.196,1.123
6709897960,CAYUGA MEDICAL ASSOCIATES PC,109,NY,false,0.9285,1.2864
6800225178,ORTHONJ LLC,102,NJ,false,1.0366,1.1059
6800707100,SANFORD HEALTH NETWORK,103,SD,false,0.9817,0.9052
6800707233,BOULDER COMMUNITY HEALTH,101,CO,false,1.1741,0.9576
6800709023,WEILL MEDICAL COLLEGE OF CORNELL,867,NY,false,0.8486,1.1074
6800784083,FAIRVIEW HEIGHTS MEDICAL GROUP SC,211,IL,false,1.139,1.2229
6800787714,MEDICAL CARE OF BOSTON MANAGEMENT CORPORATION,165,MA,false,0.8766,0.6568
6800790221,UNIVERSITY MEDICAL SERVICE ASSOCIATION INC,352,FL,false,1.0004,1.2308
6800793522,PUBLIC HOSPITAL DIST NO 1 SKAGIT,146,WA,false,1.0005,0.9877
6901099746,STAMFORD HEALTH MEDICAL GROUP INC,191,CT,false,0.9771,0.7212
6901709435,"CENTRO DE SALUD DE LA COMUNIDAD DE SAN YSIDRO, INC.",181,CA,false,1.0675,0.8135
6901792696,CRYSTAL RUN HEALTHCARE PHYSICIANS LLP,210,NY,false,0.6988,0.5313
6901889393,COVENANT MEDICAL GROUP,108,TX,false,1.0125,1.0788
6901898386,NORTHEAST GEORGIA PHYSICIANS GROUP INC,380,GA,false,1.0431,0.9615
7012008360,MEMORIAL HERMANN MEDICAL GROUP,574,TX,false,1.0419,0.8882
7012047640,ST VINCENT MEDICAL GROUP INC,351,IN,false,0.975,0.7861
7012266836,"FLORIDA HOSPITAL HEALTHCARE PARTNERS, INC",217,FL,false,1.0554,0.9283
7012808827,OVERLAKE MEDICAL CLINICS LLC,195,WA,false,1.0802,0.9577
7012811284,COMMUNITY MEDICAL ASSOCIATES INC,620,KY,false,0.9505,0.924
7012818008,EINSTEIN COMMUNITY HEALTH ASSOCIATES INC,136,PA,false,1.2471,0.8473
7012819816,WAKE FOREST EMERGENCY PROVIDERS,281,NC,false,1.0052,0.4928
7012820301,"BUFFALO MEDICAL GROUP, P.C.",109,NY,false,1.0889,0.8872
7012826753,KEYSTONE REHABILITATION SYSTEMS INC,193,PA,false,1.063,1.0865
7012827983,DEAN HEALTH SYSTEMS INC,425,WI,false,0.7502,0.8159
7012829930,MAYO CLINIC ARIZONA,638,AZ,false,0.8836,0.9399
7012914898,"SAINTS MEDICAL GROUP, LLC",214,OK,false,0.9943,1.1378
7012989684,CAROLINA PHYSICAL THERAPY ASSOCIATES LLC,139,NC,false,1.0268,1.1728
